title,Date,word_count,JustClean,JustAfford,JustReliable,JustSustain,JustModern,CleanSent,AffordSent,ReliableSent,SustainSent,ModernSent,GreenJobSent,ScientistSent
"['Clean Energy Legislation (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2014, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2014, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2014', 'Clean Energy Legislation (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (General) (Carbon Tax Repeal) Bill 2014, True-up Shortfall Levy (Excise) (Carbon Tax Repeal) Bill 2014, Customs Tariff Amendment (Carbon Tax Repeal) Bill 2014, Excise Tariff Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment (Carbon Tax Repeal) Bill 2014, Ozone Protection and Synthetic Greenhouse Gas (Import Levy) (Transitional Provisions) Bill 2014']",2014-07-17,126195,9,2,1,13,7,3,1,0,0,0,0,0
['Renewable Energy Sector: Employment (Question No. 218)'],2014-08-27,123744,7,19,3,25,8,1,1,0,1,0,2,0
"['Australian Renewable Energy Agency (Repeal) Bill 2014', 'Australian Renewable Energy Agency (Repeal) Bill 2014']",2014-08-28,100006,64,10,2,22,3,53,3,2,5,2,1,0
"['Australian Renewable Energy Agency (Repeal) Bill 2014', 'Australian Renewable Energy Agency (Repeal) Bill 2014']",2014-09-01,143399,50,2,2,15,7,48,1,1,9,0,1,0
"['Indi Electorate: Renewable Energy', 'Competition and Consumer Amendment (Industry Code Penalties) Bill 2014, Military Rehabilitation and Compensation Amendment Bill 2014, International Tax Agreements Amendment Bill 2014, Energy Efficiency Opportunities (Repeal) Bill 2014']",2014-09-04,91917,7,4,0,14,5,7,1,0,1,0,0,0
"['Minerals Resource Rent Tax Repeal and Other Measures Bill 2014, Energy Efficiency Opportunities (Repeal) Bill 2014, Social Services and Other Legislation Amendment (Seniors Health Card and Other Measures) Bill 2014, Classification (Publications, Films and Computer Games) Amendment (Classification Tools and Other Measures) Bill 2014, Corporations Amendment (Simple Corporate Bonds and Other Measures) Bill 2014, Land Transport Infrastructure Amendment Bill 2014, Meteorology Amendment (Online Advertising) Bill 2014']",2014-09-22,155811,1,8,1,10,15,0,0,0,0,0,0,0
['Renewable Energy'],2014-09-24,116422,10,2,2,15,3,6,0,1,0,0,0,1
['Renewable Energy'],2014-10-02,93790,8,1,1,10,8,4,1,0,0,0,0,0
['Renewable Energy Target'],2014-10-20,146845,6,13,4,13,10,1,0,0,0,0,0,0
"['Building Energy Efficiency Disclosure Amendment Bill 2014', 'Petition: Renewable Energy Target']",2014-10-22,96449,12,3,2,28,3,6,0,0,0,0,0,0
['Renewable Energy'],2014-10-23,85768,2,19,1,20,4,0,0,0,3,0,0,0
['Renewable Energy'],2014-10-27,152110,15,3,0,22,19,4,0,0,2,0,0,0
['Renewable Energy'],2014-11-25,106070,4,7,5,4,16,4,2,1,0,0,0,0
"['Building Energy Efficiency Disclosure Amendment Bill 2014', 'Building Energy Efficiency Disclosure Amendment Bill 2014']",2014-12-03,116541,9,4,1,15,8,6,4,2,4,1,0,1
"['Health Care, Renewable Energy']",2015-02-10,79465,2,9,1,17,3,0,2,0,2,0,0,0
"['Building Energy Efficiency Disclosure Amendment Bill 2014, Federal Courts Legislation Amendment Bill 2014']",2015-02-12,89786,7,4,1,8,4,3,0,0,2,0,0,0
"['Building Energy Efficiency Disclosure Amendment Bill 2014, Treasury Legislation Amendment (Repeal Day) Bill 2014, Amending Acts 1970 to 1979 Repeal Bill 2014, Customs Amendment Bill 2014, Statute Law Revision Bill (No. 2) 2014, Crimes Legislation Amendment (Unexplained Wealth and Other Measures) Bill 2014, Australian Citizenship Amendment (Intercountry Adoption) Bill 2014, Intellectual Property Laws Amendment Bill 2014, Federal Courts Legislation Amendment Bill 2014']",2015-02-26,91195,4,19,3,3,12,0,0,0,1,0,0,0
['Renewable Energy'],2015-03-05,90008,18,4,6,12,11,0,0,0,0,0,0,0
['Renewable Energy'],2015-03-26,83407,1,3,0,6,5,0,1,0,0,0,0,0
['Charlton Electorate: Renewable Energy'],2015-05-26,119158,8,1,5,12,11,7,1,0,0,0,4,1
['Renewable Energy (Electricity) Amendment Bill 2015'],2015-05-27,155317,23,19,1,49,8,9,0,0,4,0,1,0
['Renewable Energy'],2015-05-28,95136,5,11,1,19,8,2,1,0,0,0,0,0
"['Renewable Energy (Electricity) Amendment Bill 2015', 'Renewable Energy (Electricity) Amendment Bill 2015']",2015-06-02,114663,71,15,8,44,11,70,9,9,29,4,3,2
"['Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015', 'Renewable Energy']",2015-06-04,93734,3,4,1,11,3,3,0,0,0,0,1,0
"['Excise Tariff Amendment (Ethanol and Biodiesel) Bill 2015, Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015', 'Excise Tariff Amendment (Ethanol and Biodiesel) Bill 2015, Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015', 'Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015']",2015-06-16,120309,14,13,1,31,10,11,0,2,3,0,0,0
"['Renewable Energy', 'Renewable Energy']",2015-06-18,84448,3,2,0,49,4,0,0,0,0,0,1,0
"['Renewable Energy', 'Renewable Energy', 'Private Health Insurance (Prudential Supervision) Bill 2015, Private Health Insurance (Prudential Supervision) (Consequential Amendments and Transitional Provisions) Bill 2015, Private Health Insurance Supervisory Levy Imposition Bill 2015, Private Health Insurance (Risk Equalisation Levy) Amendment Bill 2015, Private Health Insurance (Collapsed Insurer Levy) Amendment Bill 2015, Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015']",2015-06-22,163850,17,9,5,22,27,3,0,0,1,1,0,0
['Renewable Energy'],2015-06-23,78512,5,4,4,19,3,1,0,0,0,0,0,0
"['Renewable Energy (Electricity) Amendment Bill 2015, Social Services Legislation Amendment (Defined Benefit Income Streams) Bill 2015, Excise Tariff Amendment (Fuel Indexation) Bill 2015', 'Parramatta Electorate: Solar Energy']",2015-06-24,106025,2,1,2,11,18,1,0,0,0,0,0,0
['Renewable Energy'],2015-06-25,89422,5,8,1,13,12,1,0,0,0,0,0,0
"['Appropriation Bill (No. 6) 2014-2015, Tax and Superannuation Laws Amendment (Medicare Levy and Medicare Levy Surcharge) Bill 2015, Tax and Superannuation Laws Amendment (2015 Measures No. 1) Bill 2015, Superannuation Guarantee (Administration) Amendment Bill 2015, Labor 2013-14 Budget Savings (Measures No. 1) Bill 2014, Customs Amendment (Australian Trusted Trader Programme) Bill 2015, Personal Property Securities Amendment (Deregulatory Measures) Bill 2014, Private Health Insurance (National Joint Replacement Register Levy) Amendment Bill 2015, Appropriation Bill (No. 1) 2015-2016, Appropriation Bill (No. 2) 2015-2016, Appropriation Bill (No. 5) 2014-2015, Appropriation (Parliamentary Departments) Bill (No. 1) 2015-2016, Copyright Amendment (Online Infringement) Bill 2015, Energy Grants and Other Legislation Amendment (Ethanol and Biodiesel) Bill 2015, Excise Tariff Amendment (Ethanol and Biodiesel) Bill 2015, Private Health Insurance Supervisory Levy Imposition Bill 2015, Private Health Insurance (Risk Equalisation Levy) Amendment Bill 2015, Private Health Insurance (Prudential Supervision) Bill 2015, Private Health Insurance (Collapsed Insurer Levy) Amendment Bill 2015, Private Health Insurance (Prudential Supervision) (Consequential Amendments and Transitional Provisions) Bill 2015, Crimes Legislation Amendment (Penalty Unit) Bill 2015, National Health Amendment (Pharmaceutical Benefits) Bill 2015, Renewable Energy (Electricity) Amendment Bill 2015, Social Services and Other Legislation Amendment (Seniors Supplement Cessation) Bill 2014, Export Charges (Collection) Bill 2015, Export Charges (Imposition—Customs) Bill 2015, Export Charges (Imposition—Excise) Bill 2015, Export Charges (Imposition—General) Bill 2015, Imported Food Charges (Collection) Bill 2015, Imported Food Charges (Imposition—Customs) Bill 2015, Imported Food Charges (Imposition—Excise) Bill 2015, Imported Food Charges (Imposition—General) Bill 2015, Customs Tariff Amendment (Fuel Indexation) Bill 2015, Excise Tariff Amendment (Fuel Indexation) Bill 2015, Fuel Indexation (Road Funding) Bill 2015, Fuel Indexation (Road Funding) Special Account Bill 2015, Migration Amendment (Regional Processing Arrangements) Bill 2015, Tax and Superannuation Laws Amendment (Employee Share Schemes) Bill 2015, Defence Legislation (Enhancement of Military Justice) Bill 2015, Social Services Legislation Amendment (Defined Benefit Income Streams) Bill 2015, Airports Amendment Bill 2015, Law Enforcement Legislation Amendment (Powers) Bill 2015, Social Services Legislation Amendment (Fair and Sustainable Pensions) Bill 2015, Business Services Wage Assessment Tool Payment Scheme Bill 2014, Business Services Wage Assessment Tool Payment Scheme (Consequential Amendments) Bill 2014', 'Renewable Energy', 'Renewable Energy', 'Renewable Energy']",2015-08-11,80231,14,3,1,6,4,15,3,0,0,0,0,0
['Renewable Energy Target'],2015-08-12,121856,6,2,4,9,8,1,0,0,1,0,0,0
['Renewable Energy'],2015-08-19,99883,10,2,0,7,23,1,0,0,0,0,0,0
"['Construction, Forestry, Mining and Energy Union, Solomon Electorate: Palmerston Regional Hospital']",2015-08-20,90240,4,5,7,8,8,0,0,3,2,0,1,1
['Pilbara Energy Infrastructure Project (Question No. 832)'],2015-09-09,111074,11,0,3,41,9,6,0,0,2,0,1,0
['Finance: Energy Efficiency Upgrades (Question No. 938)'],2015-09-14,151955,8,13,3,19,19,1,0,0,0,1,0,0
['Renewable Energy'],2015-09-16,106823,3,5,3,9,10,3,1,0,0,0,0,0
"['McEwen Electorate: Solar Energy, McEwen Electorate: Road Safety']",2015-10-13,83716,3,2,1,19,3,0,1,0,0,0,0,0
['Energy'],2015-10-19,153550,12,1,5,23,15,8,0,0,0,1,0,0
['Department of Immigration and Border Protection: Energy Efficiency Upgrades (Question No. 936)'],2015-10-22,98525,8,5,1,5,12,1,1,0,0,0,0,0
['Wannon Electorate: RACV Energy Breakthrough'],2015-11-23,156830,7,4,1,14,23,1,1,0,1,1,1,0
['Renewable Energy'],2015-12-01,77984,9,1,1,8,6,5,0,0,0,0,0,0
['Renewable Energy'],2015-12-02,96041,10,12,1,6,8,3,0,0,0,0,0,0
['Red Energy Promotions Tender (Question No. 1572)'],2016-02-02,94392,2,3,1,4,7,0,2,0,0,0,0,0
"[""Minister for Resources, Energy and Northern Australia: Cost of Replenishing Minister's Drink Cabinet 2014-15 (Question No 1868)"", 'Minister for Resources, Energy and Northern Australia: Departmental and Agency Venue Hire Costs 2014-15 (Question No 1958)', 'Clean Energy Future Branded Material (Question No. 2018)', 'Department of Climate Change and Energy: Efficiency Branded Material (Question No. 2019)']",2016-02-03,150008,13,5,6,9,5,4,1,0,0,1,0,0
['Petrie Electorate: Energy'],2016-02-08,137524,10,8,4,24,12,2,0,0,1,1,0,1
['Global Energy'],2016-02-09,80121,2,10,0,30,4,0,0,0,1,0,0,0
['Renewable Energy'],2016-02-10,104551,4,4,4,10,10,2,0,0,0,1,0,0
['Nuclear Energy'],2016-02-25,90970,1,6,6,11,5,0,0,1,0,0,0,1
"['Nuclear Energy', 'Indi Electorate: Renewable Energy']",2016-02-29,141930,5,9,14,11,11,0,0,0,3,0,1,0
['Resources and Energy'],2016-03-02,105329,1,2,11,11,13,0,0,0,0,0,0,0
['Department of the Environment: Safety Standards for Energy Storage Systems (Question No. 2127)'],2016-03-15,81808,10,3,0,8,4,1,0,0,0,0,0,1
['Renewable Energy'],2016-09-14,101819,67,5,3,18,9,65,5,1,2,2,0,0
"['Renewable Energy', 'Renewable Energy, Trade with China']",2016-09-15,99289,9,4,0,12,10,8,1,0,0,0,0,0
"['Renewable Energy', 'Renewable Energy', 'Renewable Energy']",2016-10-10,139081,7,14,1,22,20,4,3,1,4,0,0,0
"['Renewable Energy', 'Renewable Energy']",2016-10-12,104974,16,9,8,10,13,16,8,7,1,6,0,1
['Energy Security'],2016-11-07,132729,11,10,8,9,14,5,3,2,1,0,0,0
['Energy Security'],2016-11-08,96689,14,3,4,15,8,8,2,4,0,1,0,0
['Energy Security'],2016-11-09,103152,4,3,5,29,12,0,3,2,1,1,0,0
['Energy Security'],2016-11-23,134500,5,2,3,14,25,2,3,1,0,0,0,0
"['Essential Energy', 'Renewable Energy', 'Dunkley Electorate: Environment, Dunkley Electorate: Renewable Energy, Dunkley Rail Plan']",2016-11-24,86096,5,10,8,6,14,3,5,8,2,2,0,0
['Renewable Energy'],2016-11-28,136917,16,4,7,17,12,2,1,0,1,0,0,0
['Renewable Energy'],2016-11-29,85239,1,7,2,7,8,1,2,1,0,1,0,0
['Renewable Energy'],2016-12-01,86160,7,1,1,4,4,3,0,3,0,1,0,0
"['Energy', 'Energy', 'Renewable Energy Target', 'Energy']",2017-02-07,98863,2,15,15,6,2,1,13,14,0,0,0,0
['Energy'],2017-02-08,138427,3,31,10,12,7,1,10,10,1,0,0,0
"['Energy Affordability', 'Energy Security', 'Energy Security', 'Energy Security', 'Energy Security', 'Energy Security']",2017-02-09,91950,4,23,11,6,7,1,14,12,2,0,0,0
"['Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-02-13,125772,10,19,10,12,13,4,15,9,0,1,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'South Australia: Energy']",2017-02-14,92939,12,14,12,2,4,7,21,15,1,0,0,0
"['Energy Security', 'Energy Security', 'Renewable Energy']",2017-02-15,116684,5,8,5,13,5,0,6,9,0,0,0,0
"['Renewable Energy', 'Energy', 'Energy', 'Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-02-16,82827,13,28,19,8,6,4,21,16,4,0,0,0
"['Environment and Energy Committee', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-02-27,144534,9,39,14,22,19,0,10,12,0,1,0,0
"['Energy', 'Energy', 'Energy', 'North Queensland: Water and Energy']",2017-02-28,96791,3,17,12,9,10,2,10,12,0,0,0,0
['Energy'],2017-03-01,136114,10,15,6,6,7,2,7,5,0,0,0,0
['Energy Security'],2017-03-02,83584,3,15,8,9,17,1,6,8,1,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-03-20,149145,17,23,17,5,10,4,14,9,0,0,0,0
"['Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Standing Committee on Environment and Energy']",2017-03-21,102972,4,6,7,2,12,0,5,8,0,0,0,0
"['Energy', 'Energy', 'Energy']",2017-03-22,145865,16,13,8,2,10,4,8,7,0,2,3,0
"['Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-03-23,92369,10,14,5,6,5,10,16,7,2,2,0,1
"['Energy', 'Energy', 'Energy', 'Energy']",2017-03-27,138424,6,15,7,5,13,3,10,6,0,0,0,0
"['Energy', 'Energy']",2017-03-28,95037,26,15,9,7,5,5,2,4,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy']",2017-03-29,137489,11,6,6,3,13,3,4,8,0,0,0,0
['Energy'],2017-03-30,90157,15,9,7,3,6,0,4,4,1,0,0,0
"['Hughes Electorate: Energy', 'Energy', 'Standing Committee on Environment and Energy']",2017-05-10,125573,14,15,3,2,11,3,3,2,1,2,0,0
"['Energy', 'Energy', 'Energy']",2017-05-11,98281,20,9,4,5,9,0,1,4,1,1,0,0
['Energy'],2017-05-22,151102,17,8,10,13,29,7,9,5,1,1,0,0
['Western Australia: Energy'],2017-05-23,50173,11,1,1,0,4,0,0,0,0,0,0,0
['Social Services Legislation Amendment (Energy Assistance Payment and Pensioner Concession Card) Bill 2017'],2017-05-24,141113,3,19,4,5,5,0,5,4,2,0,0,0
['Energy'],2017-05-25,100618,1,5,0,8,1,0,0,0,1,0,0,0
['Social Services Legislation Amendment (Energy Assistance Payment and Pensioner Concession Card) Bill 2017'],2017-05-30,109467,12,20,8,4,4,5,14,4,0,0,0,0
"['Clean Energy Finance Corporation Amendment (Carbon Capture and Storage) Bill 2017', 'Social Services Legislation Amendment (Energy Assistance Payment and Pensioner Concession Card) Bill 2017', 'Energy', 'Energy']",2017-05-31,151968,11,4,7,6,6,5,2,5,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-06-13,96042,13,8,12,4,14,11,10,15,2,3,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Murray Electorate: Energy', 'Energy', 'Energy']",2017-06-14,148802,36,18,9,6,7,32,16,12,2,1,0,1
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-06-15,89494,21,26,6,14,6,10,13,6,1,0,0,0
"[""Copyright Amendment (Disability Access and Other Measures) Bill 2017, Social Services Legislation Amendment (Energy Assistance Payment and Pensioner Concession Card) Bill 2017, International Monetary Agreements Amendment Bill 2017, ASIC Supervisory Cost Recovery Levy (Collection) Bill 2017, ASIC Supervisory Cost Recovery Levy (Consequential Amendments) Bill 2017, ASIC Supervisory Cost Recovery Levy Bill 2017, Treasury Laws Amendment (Accelerated Depreciation For Small Business Entities) Bill 2017, Criminal Code Amendment (Protecting Minors Online) Bill 2017, Veterans' Affairs Legislation Amendment (Budget Measures) Bill 2017, Comcare and Seacare Legislation Amendment (Pension Age and Catastrophic Injury) Bill 2017"", 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-06-19,111143,1,22,20,4,11,3,15,17,1,0,0,0
"['ASIC Supervisory Cost Recovery Levy Bill 2017, ASIC Supervisory Cost Recovery Levy (Collection) Bill 2017, ASIC Supervisory Cost Recovery Levy (Consequential Amendments) Bill 2017, Social Services Legislation Amendment (Energy Assistance Payment and Pensioner Concession Card) Bill 2017, Therapeutic Goods Amendment (2016 Measures No. 1) Bill 2016', 'Energy', 'Energy', 'Energy', 'Energy', 'Regional Development: Energy', 'Energy']",2017-06-20,92526,2,9,6,4,64,2,7,8,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Queensland: Energy']",2017-06-21,138569,16,10,13,6,12,16,12,14,3,1,0,0
"['Energy', 'Energy']",2017-06-22,94665,2,3,2,9,7,1,3,3,1,0,0,0
"['Energy', 'Energy']",2017-08-08,106891,5,5,1,2,17,0,4,0,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-08-09,131983,9,5,6,3,26,2,5,6,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-08-10,82674,16,4,2,4,6,10,6,3,0,0,0,0
"['Renewable Energy (Electricity) Amendment (Continuing the Energy Transition) Bill 2017', 'Renewable Energy', 'Herbert Electorate: Energy, Townsville Fashion Festival', 'Renewable Energy', 'Energy, Roads']",2017-08-14,135206,12,6,10,18,10,11,10,10,3,0,0,0
"['Energy', 'Energy']",2017-08-15,75085,32,5,15,3,5,24,5,10,0,1,0,0
"['Energy', 'Brisbane Electorate: Water and Energy']",2017-08-16,125858,5,2,1,4,6,0,0,2,0,0,0,0
"['Energy', 'Energy', 'Clean Energy Finance Corporation', 'Murray Electorate: Energy']",2017-08-17,71710,4,3,5,3,29,3,5,6,0,0,0,0
"['Renewable Energy (Electricity) Amendment (Continuing the Energy Transition) Bill 2017', 'Energy', 'Energy']",2017-09-04,135568,41,12,12,11,9,37,20,18,3,0,2,0
"['Energy', 'Energy', 'Energy', 'Energy']",2017-09-05,95324,9,3,9,1,15,4,7,8,0,0,0,0
"['Energy', 'Energy']",2017-09-06,112295,16,7,11,11,49,3,8,5,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Goldstein Electorate: Energy']",2017-09-07,82295,10,15,24,1,1,9,20,27,1,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-09-11,132556,20,8,8,10,9,14,5,6,1,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-09-12,87734,10,16,14,43,7,5,10,16,1,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-09-13,129805,28,16,21,19,8,24,28,28,1,1,0,1
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy, AGL Pty Ltd', 'Construction, Forestry, Mining and Energy Union']",2017-09-14,80160,32,20,18,2,5,29,16,19,1,0,0,0
"['Renewable Energy Legislation Amendment (Supporting Renewable Communities) Bill 2017', 'Renewable Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-10-16,147706,38,18,26,11,14,31,15,26,6,1,0,3
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Business: Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Climate Change, Energy']",2017-10-17,91836,27,44,48,1,8,22,46,50,0,1,0,2
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Defence Industry: Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-10-18,144516,9,78,30,9,7,8,34,39,0,1,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Employment, Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Defence Industry, Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-10-19,89536,6,30,39,3,7,4,36,54,1,0,0,0
"['Energy Supplement', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Robertson Electorate: Energy', 'Murray Electorate: Energy']",2017-10-23,143101,10,23,30,12,3,7,19,29,3,0,1,1
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-10-24,98416,2,20,17,9,2,2,18,21,1,1,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2017-10-25,124489,8,15,15,9,9,4,14,20,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy']",2017-10-26,83906,3,6,7,10,6,1,8,7,0,1,0,0
['Energy (Question No. 817)'],2017-12-04,111268,3,5,0,5,10,0,0,0,0,0,0,0
"['Energy', 'Energy, Perth Stadium, Food Labelling']",2017-12-05,136023,5,8,8,2,10,0,5,3,0,0,0,0
['Energy'],2017-12-06,136235,3,2,2,4,9,1,2,3,1,1,0,0
"['Energy Companies', 'Standing Committee on Environment and Energy', 'Energy']",2018-02-05,144284,14,6,4,5,14,1,5,3,0,6,1,0
['McMahon Electorate: Energy'],2018-02-06,93240,3,8,9,4,2,0,1,5,0,0,0,0
"['Energy', 'Energy']",2018-02-07,123578,7,13,7,11,10,1,3,3,1,0,0,0
['Energy'],2018-02-08,75757,2,17,4,1,6,0,3,2,0,0,1,0
['South Australia: Energy'],2018-02-12,143226,5,8,4,25,73,0,7,3,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy']",2018-02-13,90939,14,12,12,4,5,10,8,16,2,1,1,0
"['Energy', 'Energy', 'Standing Committee on Environment and Energy']",2018-02-14,154750,8,13,10,10,12,2,13,10,5,9,0,0
"['Construction, Forestry, Mining and Energy Union', 'Energy', 'Construction, Forestry, Mining and Energy Union', 'Energy']",2018-02-15,85623,2,19,3,5,6,1,4,3,1,1,0,0
"['Construction, Forestry, Mining and Energy Union', 'Energy']",2018-02-27,92193,15,5,5,1,9,10,4,11,1,1,1,0
"['Energy', 'Energy Supplement']",2018-02-28,134710,7,61,4,4,8,0,5,1,0,0,0,0
"['Standing Committee on Environment and Energy', 'Energy, Environment, Economy', 'Energy']",2018-03-01,89414,2,88,2,2,4,0,2,1,0,1,0,0
"['Renewable Energy', 'Energy', 'Indi Electorate: Renewable Energy']",2018-03-26,134600,13,13,6,24,18,2,5,4,1,0,0,0
['Energy'],2018-03-28,101981,8,10,8,5,7,1,2,3,1,0,0,0
"['Energy', 'Energy', 'Energy, (Question No. 892)']",2018-05-08,66457,2,4,4,2,0,1,4,3,1,0,0,0
"['Renewable Energy', 'Energy']",2018-05-21,140342,8,5,9,11,8,2,2,6,0,0,1,0
['Nuclear Energy'],2018-05-22,105390,10,14,7,5,2,5,6,3,0,0,0,0
['Energy'],2018-05-23,142932,6,26,4,9,8,0,4,2,0,0,0,0
['Energy'],2018-05-30,136796,17,7,9,36,14,6,6,6,2,1,0,0
['Energy'],2018-05-31,79498,1,12,3,2,3,0,2,2,0,0,0,0
"['Energy: Light Bulbs', 'Energy: Victoria', 'Energy', 'Energy']",2018-06-18,136655,10,16,14,15,10,7,9,20,0,0,0,1
"['Queensland: Energy', 'Energy']",2018-06-19,97264,8,11,5,5,3,4,5,3,0,0,0,0
"['Energy', 'Western Civilisation, National Security, Energy']",2018-06-20,142266,11,9,5,10,21,4,2,3,2,0,0,0
['Queensland: Energy'],2018-06-21,78321,2,0,3,3,4,0,0,0,0,0,0,0
"['Energy', 'Energy']",2018-06-25,135515,5,3,6,4,17,2,4,3,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-06-26,103637,1,12,6,5,15,0,6,6,1,1,0,0
"['Energy', 'Energy', 'Energy']",2018-06-27,116528,6,17,10,3,15,0,9,12,1,1,0,0
"['Energy', 'Energy', 'Energy']",2018-06-28,85511,3,4,3,5,29,1,0,1,0,1,0,1
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-08-13,144826,6,22,8,13,8,1,13,3,2,2,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-08-14,88031,10,8,22,9,5,4,12,16,2,2,0,1
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Capricornia Electorate: Energy and Water']",2018-08-15,89342,0,4,3,5,10,1,2,5,0,0,0,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-08-16,82416,6,6,14,4,4,1,7,10,0,0,1,0
"['Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy', 'Energy']",2018-08-20,129939,4,4,3,7,8,2,3,3,0,0,0,1
